#  time:     distance:     height:     level:
0.0 0.0 0.0 0.0
0.00545884474854 0.0542328052549 0.0540866412286 0.0
0.0109176894971 0.10846561051 0.107880954405 0.0
0.0163765342456 0.162698415765 0.161382939528 0.0
0.0218353789942 0.216931221019 0.214592596599 0.0
0.0272942237427 0.271164026274 0.267509925618 0.0
0.0327530684912 0.325396831529 0.320134926583 0.0
0.0382119132398 0.379629636784 0.372467599497 0.0
0.0436707579883 0.433862442039 0.424507944357 0.0
0.0491296027369 0.488095247294 0.476255961166 0.0
0.0545884474854 0.542328052549 0.527711649921 0.0
0.0600472922339 0.596560857804 0.578875010624 0.0
0.0655061369825 0.650793663058 0.629746043275 0.0
0.070964981731 0.705026468313 0.680324747873 0.0
0.0764238264796 0.759259273568 0.730611124418 0.0
0.0818826712281 0.813492078823 0.780605172911 0.0
0.0873415159766 0.867724884078 0.830306893352 0.0
0.0928003607252 0.921957689333 0.87971628574 0.0
0.0982592054737 0.976190494588 0.928833350075 0.0
0.103718050222 1.03042329984 0.977658086358 0.0
0.109176894971 1.0846561051 1.02619049459 0.0
0.114635739719 1.13888891035 1.07443057477 0.0
0.120094584468 1.19312171561 1.12237832689 0.0
0.125553429216 1.24735452086 1.17003375096 0.0
0.131012273965 1.30158732612 1.21739684698 0.0
0.136471118713 1.35582013137 1.26446761495 0.0
0.141929963462 1.41005293663 1.31124605487 0.0
0.147388808211 1.46428574188 1.35773216673 0.0
0.152847652959 1.51851854714 1.40392595054 0.0
0.158306497708 1.57275135239 1.44982740629 0.0
0.163765342456 1.62698415765 1.495436534 0.0
0.169224187205 1.6812169629 1.54075333365 0.0
0.174683031953 1.73544976816 1.58577780525 0.0
0.180141876702 1.78968257341 1.6305099488 0.0
0.18560072145 1.84391537867 1.67494976429 0.0
0.191059566199 1.89814818392 1.71909725173 0.0
0.196518410947 1.95238098918 1.76295241112 0.0
0.201977255696 2.00661379443 1.80651524246 0.0
0.207436100445 2.06084659969 1.84978574574 0.0
0.212894945193 2.11507940494 1.89276392098 0.0
